id,text_description
273949,товары товары строительные метизы крепежные изделия эмали кабели электрические строительные
273952,товары литература и полиграфическая продукция карты
273955,товары товары строительные арматура электротехническая оборудование электротехническое кабели электрические строительные товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение компоненты электронные
273958,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение usb-накопители твердотельные флеш-драйвы
273970,товары товары медицинские системы для переливания крови кровезаменителей и инфузионных растворов с пластиковым шипом
273980,товары мебель общего назначения столы тумбы мебель общего назначения мебель общего назначения
273982,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора металлические
273985,товары товары хозяйственные техника бытовая инвентарь для санузлов пластмассовый зеркала
273989,товары мебель общего назначения столы тумбы стеллажи
273990,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение средства и системы прямой диспетчерской связи и оповещения
273992,товары товары строительные канаты шнуры тросы лента строительная адгезивная
274006,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение расходные материалы и комплектующие для лазерных принтеров и мфу
274012,товары товары строительные щебень песок строительный цемент
274023,оборудование компьютерное электронное и оптическое оборудование компьютерное электронное и оптическое устройства периферийные с двумя или более функциями печать данных копирование сканирование прием и передача факсимильных сообщений
274024,товары товары хозяйственные техника бытовая лента клейкая упаковочная
274025,товары изделия канцелярские бумага и бумажные изделия флаги вымпелы прочая флажная продукция
274028,товары товары строительные смеси асфальтобетонные
274037,товары изделия канцелярские бумага и бумажные изделия бумага печатная специального назначения
274041,товары одежда включая форменную обувь галантерея головные уборы одежда специальная для защиты от общих производственных загрязнений и механических воздействий спецодежда специальная экипировка
274044,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники
274047,товары товары хозяйственные техника бытовая машины стиральные бытовые
274049,товары товары хозяйственные техника бытовая инвентарь уборочный пластмассовый перчатки хозяйственные резиновые салфетки насадки для уборки мешки чехлы пакеты сумки полимерные
274052,товары товары строительные изделия строительно-дорожные
274055,товары товары строительные оборудование насосное
274056,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение расходные материалы и комплектующие для лазерных принтеров и мфу
274059,товары мебель общего назначения столы столы тумбы фурнитура мебельная
274076,товары товары хозяйственные техника бытовая бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения
274077,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора пластмассовые
274078,товары товары строительные оборудование строительное технологическое
274080,товары изделия канцелярские бумага и бумажные изделия файлы-вкладыши пластиковые ручки канцелярские маркеры степлеры сшиватели лента клейкая канцелярская скрепки канцелярские скобы для степлеров бейджи бирки для ключей линейки
274084,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение средства и системы защиты информации прочие
274105,товары изделия канцелярские бумага и бумажные изделия степлеры сшиватели стенды таблички карманы информационные скобы для степлеров принадлежности чертежные
274117,товары товары строительные кабели электрические строительные
274118,товары товары медицинские расходные материалы для микробиологических исследований органические соединения для лабораторной диагностики
274120,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение многофункциональное устройство мфу
274133,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение аппараты телефонные беспроводные
274136,товары товары хозяйственные техника бытовая тряпки для уборки средства для очистки и полировки поверхностей средства для очистки и полировки поверхностей пленка упаковочная
274146,товары продукты пищевые вода питьевая
274150,
274156,товары товары медицинские мешок патологоанатомический
274161,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение вентиляторы охлаждения корпусные
274166,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
274176,товары товары медицинские медицинские сшивающие аппараты
274184,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение программное обеспечение системное не вошедшее в другие группировки
274185,товары товары хозяйственные техника бытовая утюги электрические бытовые
274189,товары товары для образовательных организаций столы для образовательных организаций
274208,товары товары для учреждений культуры и искусства штативы и стойки концертных и театральных залов
274212,товары товары для образовательных организаций оборудование монтажное мультимедийное учебное
274218,товары товары хозяйственные техника бытовая средства дезинфицирующие хозяйственные средства для обработки воды в бассейнах
274220,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх прочее оборудование и инвентарь для жкх
274232,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы выключатели автоматические автоматы устройства защитные и коммутации электрические товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение щиты распределительные
274248,товары мебель общего назначения фурнитура мебельная
274253,товары товары медицинские реагенты и расходные материалы для анализаторов micros es 60
274264,товары товары строительные насосы компрессоры и их части метизы крепежные изделия краски лаки линолеум
274267,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение ноутбук планшеты общего назначения устройства хранения данных дисковые автономные внешние жесткие диски наушники аксессуары для мобильных устройств
274281,товары оборудование производственное и технологическое оборудование производственное прочее
274291,товары литература и полиграфическая продукция плакаты изделия канцелярские бумага и бумажные изделия этикетки самоклеящиеся стенды таблички карманы информационные элементы благоустройства территории конструкции и оборудование информационные конструкции и оборудование информационные
274293,товары продукты пищевые вода питьевая
274298,товары товары медицинские салфетки дезинфицирующие средства для дезинфекции и очистки медицинских изделий и индикаторные полоски к ним
274307,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение расходные материалы и комплектующие для оргтехники прочие
274311,товары товары хозяйственные техника бытовая посуда одноразовая пластмассовая
274332,товары товары хозяйственные техника бытовая посуда столовая кухонная из металла посуда столовая кухонная из металла
274343,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение многофункциональное устройство мфу расходные материалы и комплектующие для лазерных принтеров и мфу
274344,товары товары строительные цемент
274353,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение мышь компьютерная концентраторы usb накопители твердотельные в формате флеш-карты cf sd memory card и др маршрутизатор оборудование активное сетевое прочее системы электропитания системы акустические расходные материалы и комплектующие для кино и видеотехники фотографического оборудования изделия канцелярские бумага и бумажные изделия принадлежности для очистки оргтехники
274354,товары мебель общего назначения кресла
274355,товары изделия канцелярские бумага и бумажные изделия конверты почтовые
274377,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники блоки бумажные для записей
274381,средства лекарственные и материалы применяемые в медицинских целях средства лекарственные и материалы применяемые в медицинских целях препараты для лечения заболеваний связанных с нарушением кислотности растворы плазмозамещающие и перфузионные препараты для лечения заболеваний сердца препараты применяемые при кашле и простудных заболеваниях
274391,товары товары строительные эмали материалы лакокрасочные покрытия наносимые кроме огнезащитных
274392,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
274398,товары товары медицинские противомикробные препараты для системного использования j01
274399,товары товары медицинские фармацевтические субстанции и вспомогательные вещества используемые для аптечного изготовления лекарственных препаратов
274402,товары изделия канцелярские бумага и бумажные изделия бумага для канцелярских нужд маркеры доски магнитно-маркерные доски информационные флипчарты
274406,товары товары строительные двери замки дверные фурнитура и комплектующие к дверям и воротам прочие окна и комплектующие к ним фурнитура и комплектующие к окнам прочие
274426,товары товары медицинские средства для дезинфекции и очистки медицинских изделий
274437,товары одежда включая форменную обувь галантерея головные уборы одежда для взрослых форменная одежда для детей форменная знаки различия наплечные нарукавные кокарды нашивки аксессуары
274448,товары товары строительные материалы уплотняющие герметики клеи
274450,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы выключатели автоматические автоматы устройства защитные и коммутации электрические светильник с лампами накаливания внутреннего освещения
274451,товары мебель общего назначения табуреты
274462,товары товары медицинские аптечки медицинские
274471,машины и оборудование не включенные в другие группировки арматура трубопроводная арматура краны клапаны и прочие краны клапаны для раковин моек биде унитазов ванн и аналогичная арматура
274474,товары продукты пищевые рыба морская соленая кроме сельди
274479,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение мышь компьютерная накопители твердотельные в формате флеш-карты cf sd memory card и др usb-накопители твердотельные флеш-драйвы точка доступа кабели сетевые с медными проводниками комплектующие и запасные части для устройств ввода и вывода информации электронные компоненты и комплектующие информационно-технологического оборудования
274484,кокс и нефтепродукты кокс и нефтепродукты пропан сжиженный
274491,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильники нестационарные
274492,товары цветы растения товары для озеленения земля торф смеси
274504,товары товары хозяйственные техника бытовая расходные материалы для освежителя воздуха мыло туалетное жидкое бумага туалетная бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения посуда столовая кухонная из стекла сервизы из фарфора приборы столовые кухонные металлические лента клейкая упаковочная
274508,товары товары спортивные оборудование и инвентарь для стрелковых видов спорта
274509,товары изделия канцелярские бумага и бумажные изделия сувениры и награды
274510,товары изделия канцелярские бумага и бумажные изделия доски магнитно-маркерные доски информационные флипчарты принадлежности для досок и флипчартов
274517,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение оборудование серверное прочее
274533,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
274534,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы сжиженный углеводородный газ используемый для коммунально-бытового и производственного потребления в качестве топлива кислород технический азот технический смеси газов
274536,товары товары для учреждений культуры и искусства краски для рисования альбомы для рисования материалы для живописи и графики материалы для лепки и скульптуры набор карандашей цветных восковых мелки
274538,товары товары для учреждений культуры и искусства одежда обувь головные уборы театральные
274550,товары товары строительные стекломатериалы стеклопакеты
274554,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники
274556,товары товары медицинские мебель медицинская
274561,товары товары хозяйственные техника бытовая полотенца текстильные
274562,товары транспортные средства расходные материалы и запасные части для них принадлежности для автотранспорта
274563,товары продукты пищевые молоко питьевое для детского питания
274566,товары мебель общего назначения кресла
274580,товары продукты пищевые вода питьевая
274582,товары товары медицинские набор для общехирургических пластических процедур не содержащий лекарственные средства одноразового использования
274584,товары изделия канцелярские бумага и бумажные изделия папки картонные
274592,товары литература и полиграфическая продукция книги учебные пособия книги учебные пособия книги учебные пособия
274596,товары одежда включая форменную обувь галантерея головные уборы футболки для взрослых товары галантерейные прочие сумки портфели чемоданы сумки портфели чемоданы
274607,товары товары для образовательных организаций материалы расходные для учебного оборудования
274611,товары товары медицинские система кохлеарной имплантации
274616,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение блоки питания внешние
274618,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение концентраторы usb
274619,товары товары хозяйственные техника бытовая посуда одноразовая пластмассовая
274622,товары товары строительные терморегуляторы
274628,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх газонокосилки прочее оборудование и инвентарь для жкх
274633,товары транспортные средства расходные материалы и запасные части для них шины покрышки и камеры резиновые шины покрышки и камеры резиновые шины покрышки и камеры резиновые
274638,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы бензин автомобильный розничная реализация топливо дизельное розничная реализация
274639,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники папки пластиковые файлы-вкладыши пластиковые лента клейкая канцелярская ножницы канцелярские
274647,товары товары строительные ограждения инвентарные
274655,товары товары медицинские облучатели бактерицидные облучатели-рециркуляторы бактерицидные
274659,товары системы охраны наблюдения обеспечения безопасности системы видеоконтроля и видеонаблюдения
274660,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх кусторезы
274661,товары товары хозяйственные техника бытовая салфетки насадки для уборки средства чистящие средства чистящие средства моющие для туалетов и ванных комнат мыло туалетное жидкое бумага туалетная бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения мешки чехлы пакеты сумки полимерные
274678,товары товары строительные материалы уплотняющие герметики клеи материалы уплотняющие герметики клеи
274682,товары транспортные средства расходные материалы и запасные части для них принадлежности для автотранспорта
274683,товары товары медицинские противоопухолевые гормональные препараты l02
274702,товары товары хозяйственные техника бытовая средства косметические
274710,товары товары медицинские наборы для новорожденных
274718,товары элементы благоустройства территории конструкции и оборудование информационные
274722,товары товары строительные смесители рукомойники умывальники арматура сантехническая арматура сантехническая фурнитура для сантехничекого оборудования метизы крепежные изделия краны шаровые
274742,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение доски интерактивные
274747,товары изделия канцелярские бумага и бумажные изделия регистраторы подвесные материалы расходные для сшивания и переплета документов картонные средства корректирующие канцелярские бейджи бирки для ключей
274759,оборудование компьютерное электронное и оптическое оборудование для измерения испытаний и навигации приборы и аппаратура для физического или химического анализа прочие не включенные в другие группировки
274760,товары изделия канцелярские бумага и бумажные изделия стенды таблички карманы информационные
274769,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы жидкости технологические прочие товары строительные инструмент ручной малярный инструмент ручной прочий рабочие органы сменные прочие метизы крепежные изделия растворители материалы уплотняющие герметики клеи материалы теплоизоляционные
274773,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение расходные материалы и комплектующие для лазерных принтеров и мфу
274776,товары изделия канцелярские бумага и бумажные изделия печатно-штемпельная продукция
274778,товары изделия канцелярские бумага и бумажные изделия дипломы грамоты открытки кроме почтовых сувениры и награды
274782,товары товары хозяйственные техника бытовая изделия бумажные гигиенического и хозяйственного назначения
274784,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение электронные компоненты и комплектующие информационно-технологического оборудования
274786,товары товары строительные материалы теплоизоляционные лента строительная адгезивная
274797,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники
274799,товары тест 08 08 2017 вещества неорганические
274804,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение кабели сетевые с медными проводниками оборудование кросс-коммутационное и распределительное для сетей и линий связи
274813,товары литература и полиграфическая продукция книги учебные пособия книги учебные пособия литература справочная словари
274816,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники этикетки самоклеящиеся папки пластиковые файлы-вкладыши пластиковые ручки канцелярские маркеры средства красящие канцелярские клеи канцелярские скрепки канцелярские скобы для степлеров бейджи бирки для ключей ножницы канцелярские линейки конверты почтовые
274822,
274823,товары товары хозяйственные техника бытовая инвентарь уборочный металлический инвентарь садовый пластмассовый
274826,товары изделия канцелярские бумага и бумажные изделия журналы канцелярские журналы классные бланки дипломы грамоты открытки кроме почтовых
274837,товары товары хозяйственные техника бытовая тряпки для уборки
274847,товары товары медицинские диуретики c03
274851,товары товары медицинские установки обеззараживания и очистки воздуха оборудование массажное
274861,товары оборудование производственное и технологическое оборудование производственное прочее
274877,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
274878,товары элементы благоустройства территории изделия декоративные для благоустройства территории
274887,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора металлические
274892,товары товары строительные металлопрокат из черных металлов кроме рельсов кабели электрические строительные трубы и детали трубопроводов из иных полимеров трубы и детали трубопроводов из черных металлов трубы и детали трубопроводов прочие
274896,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора металлические
274905,товары товары хозяйственные техника бытовая расходные материалы комплектующие запасные части для оборудования бытового прочего
274917,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники фотобумага журналы канцелярские папки картонные конверты почтовые
274924,товары товары для образовательных организаций оборудование для уроков труда
274927,товары товары строительные дрели шуруповерты аккумуляторные шлифмашины шлифмашины инструмент электрический и моторизованный прочий инструмент ручной прочий подставки под инструменты
274936,товары одежда включая форменную обувь галантерея головные уборы одежда для взрослых форменная одежда для детей форменная обувь повседневная с верхом из кожи обувь знаки различия наплечные нарукавные кокарды нашивки одежда специальная для защиты от пониженных температур аксессуары
274938,товары товары медицинские воронки ушные
274955,товары товары строительные материалы и конструкции строительные из бетона керамики кроме стеновых материалы и конструкции строительные из бетона керамики кроме стеновых
274957,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение доски интерактивные
274959,товары элементы благоустройства территории тент-ангары
274963,товары товары хозяйственные техника бытовая бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения
274965,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение устройства ввода информации
274968,товары товары медицинские катетер баллонный для временной стимуляции сердца
274976,товары товары строительные оборудование электротехническое кабели электрические строительные
274977,товары товары строительные сыпучие строительные материалы и смеси
274979,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение точка доступа
274980,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы восстановитель оксидов азота aus 32
275004,товары товары строительные наборы инструментов
275009,товары изделия канцелярские бумага и бумажные изделия папки картонные папки пластиковые файлы-вкладыши пластиковые
275011,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение скоростные поисковые приемники-корреляторы
275013,товары системы охраны наблюдения обеспечения безопасности прочее оборудование систем охраны обеспечения безопасности
275014,товары товары хозяйственные техника бытовая средства для обработки воды в бассейнах
275020,товары товары строительные замки дверные фурнитура и комплектующие к дверям и воротам прочие канаты шнуры тросы
275030,оборудование электрическое приборы бытовые электрические морозильники бытовые машины и оборудование не включенные в другие группировки оборудование для производства пищевых продуктов напитков и табачных изделий шкафы жарочные машины для измельчения и нарезания машины для механической обработки прочие
275052,товары товары строительные метизы крепежные изделия кабели электрические строительные кабели электрические строительные лента строительная адгезивная
275053,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение принтер
275055,товары товары хозяйственные техника бытовая метлы ерши щетки для уборки
275076,товары товары медицинские подушка для забора крови
275078,товары одежда включая форменную обувь галантерея головные уборы спецодежда специальная экипировка
275079,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы лампы светодиодные
275080,товары транспортные средства расходные материалы и запасные части для них шины покрышки и камеры резиновые
